,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
301,HATS-1,b,HATS-1 b,Transit,0,1,3.446459,9.547420800000001,0.12,85.6,0.0017702265000000001,Mass,1.3019999999999998,1.03,0,0,0,0,11h42m06.08s,175.525336,-23d21m17.4s,-23.354836,303.0,286.26,12.052999999999999,V (Johnson),11.936,5870.0,0.99,1.04,2014-05-14,HATSouth
314,HATS-24,b,HATS-24 b,Transit,0,1,1.3484978,5.117761600000001,0.0,85.97,0.0021567179999999997,Mass,1.395,1.03,0,0,0,1,17h55m33.76s,268.89068599999996,-61d44m50.3s,-61.747310999999996,510.0,500.86,12.83,V (Johnson),12.690999999999999,6125.0,1.07,1.12,2019-07-11,HATSouth
324,HATS-33,b,HATS-33 b,Transit,0,1,2.5495551,8.014242639999999,0.08,87.62,0.0011375256000000001,Mass,1.23,0.79,0,0,0,0,19h38m32.07s,294.63363599999997,-55d19m48.4s,-55.330105,255.0,250.23,11.911,V (Johnson),11.708,5659.0,1.06,1.02,2016-12-01,HATSouth
326,HATS-35,b,HATS-35 b,Transit,0,1,1.8209993,6.87887368,0.306,86.9,0.0011661546,Mass,1.464,0.484,0,0,0,0,19h46m45.18s,296.688263,-63d33m56.2s,-63.565608999999995,557.0,522.04,12.56,V (Johnson),12.46,6300.0,1.32,1.43,2016-12-01,HATSouth
331,HATS-41,b,HATS-41 b,Transit,0,1,4.193649,12.5363656,0.38,80.4,0.00925671,Mass,1.33,5.1,0,0,0,0,06h54m04.18s,103.517418,-27d03m01.4s,-27.050388,800.0,753.44,12.681,V (Johnson),12.52,6424.0,1.5,1.71,2018-04-12,HATSouth
348,HATS-57,b,HATS-57 b,Transit,0,1,2.350621,7.511067760000001,0.028,87.88,0.0030031821,Mass,1.139,2.65,0,0,0,0,04h03m47.6005s,60.948335,-19d03m24.3267s,-19.056757,280.0,281.73,12.344000000000001,V (Johnson),12.182,5587.0,1.03,0.96,2019-08-15,HATSouth
364,HATS-70,b,HATS-70 b,Transit,0,1,1.8882378,7.80996224,0.18,86.7,0.01231047,Mass,1.3840000000000001,6.64,0,0,0,0,07h16m25.08s,109.1045,-31d14m39.86s,-31.244406,1307.0,1519.95,12.574000000000002,V (Johnson),12.585999999999999,7930.0,1.78,1.88,2019-02-14,HATSouth
548,HD 162020,b,HD 162020 b,Radial Velocity,0,1,8.4282,17.202560000000002,0.28,,0.009390312,Msini,,,0,0,0,0,17h50m38.36s,267.659821,-40d19m06.1s,-40.318348,30.85,30.85,9.1,V (Johnson),8.759,4723.0,0.42,0.75,2018-09-06,La Silla Observatory
659,HD 212301,b,HD 212301 b,Radial Velocity,0,1,2.24571,6.45096,0.0,,0.000486693,Msini,,,0,0,0,0,22h27m30.92s,336.878845,-77d43m04.5s,-77.717926,54.32,54.32,7.763999999999999,V (Johnson),7.635,6239.0,1.55,1.16,2018-09-06,La Silla Observatory
662,HD 213885,b,HD 213885 b,Transit,0,2,1.008035,4.32644384,0.0,80.09,2.6510454000000004e-05,Mass,0.156,9.15,0,0,0,0,22h35m56.32s,338.98465,-59d51m52.1s,-59.864468,47.97,48.16,7.996,V (Johnson),7.8020000000000005,5978.0,1.07,1.1,2019-12-05,Transiting Exoplanet Survey Satellite (TESS)
726,HD 2638,b,HD 2638 b,Radial Velocity,0,1,3.4442,8.601280000000001,0.0,,0.000400806,Msini,,,0,0,0,0,00h29m59.87s,7.499466,-05d45m50.4s,-5.764002,55.05,55.05,9.375,V (Johnson),9.193,5186.0,0.77,0.94,2018-09-06,La Silla Observatory
756,HD 330075,b,HD 330075 b,Radial Velocity,0,1,3.38773,8.601280000000001,0.0,,0.000458064,Msini,,,0,0,0,0,15h49m37.69s,237.40704300000002,-49d57m48.7s,-49.963524,45.36,45.36,9.334,V (Johnson),9.092,5000.0,0.47,0.84,2018-09-06,La Silla Observatory
837,HD 63454,b,HD 63454 b,Radial Velocity,0,1,2.81805,8.601280000000001,0.0,,0.000238575,Msini,,,0,0,0,0,07h39m21.85s,114.841049,-78d16m44.3s,-78.27896899999999,37.73,37.73,9.37,V (Johnson),9.054,4812.0,0.42,0.77,2018-09-06,La Silla Observatory
878,HD 80653,b,HD 80653 b,Transit,0,1,0.719573,3.5695312,,82.1,1.6814766e-05,Mass,0.14400000000000002,7.4,0,0,1,0,09h21m21.42s,140.339249,+14d22m04.5s,14.367923000000001,109.86,110.2,9.452,V (Johnson),9.307,,1.18,1.22,2020-01-30,K2
891,HD 86081,b,HD 86081 b,Radial Velocity,0,1,2.1378431,7.4401072,0.0119,,0.0014123640000000002,Msini,,,0,0,0,0,09h56m05.92s,149.02465800000002,-03d48m30.3s,-3.808422,104.24,104.24,8.73,V (Johnson),8.588,5939.0,1.21,1.46,2018-09-27,W. M. Keck Observatory
1165,K2-237,b,K2-237 b,Transit,0,1,2.1805577,7.5906296,0.0,84.6,0.0011795148,Mass,1.642,0.37,0,0,1,1,16h55m04.53s,253.76889,-28d42m38.0s,-28.710564,309.5,317.6,11.600999999999999,V (Johnson),11.467,6099.0,1.23,1.38,2019-05-23,K2
1198,K2-260,b,K2-260 b,Transit,0,1,2.6266657,8.6872928,0.0,88.67,0.001355106,Mass,1.5519999999999998,0.5,0,0,1,0,05h07m28.16s,76.867325,+16d52m03.8s,16.867718,676.32,676.32,12.689,V (Johnson),12.467,6367.0,1.39,1.69,2018-08-16,K2
1204,K2-266,b,K2-266 b,Transit,0,4,0.658524,2.80831792,,75.32,3.3829935e-05,Msin(i)/sin(i),0.294,1.77,0,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.9375709999999999,77.16,77.73,11.808,V (Johnson),11.353,4285.0,0.69,0.7,2018-10-26,K2
1238,K2-29,b,K2-29 b,Transit,0,1,3.2588321,9.06789944,0.066,86.656,0.000696639,Mass,1.19,0.53,0,0,1,0,04h10m40.96s,62.670646999999995,+24d24m07.4s,24.402042,179.39,179.39,12.526,V (Johnson),12.200999999999999,5358.0,0.94,0.86,2016-03-24,K2
1251,K2-31,b,K2-31 b,Transit,0,1,1.25785,4.730704,0.0,79.9,0.0016929282,Mass,1.06,,0,0,1,1,16h21m45.78s,245.44075,-23d32m52.3s,-23.547864999999998,110.87,110.87,10.775,V (Johnson),10.537,5280.0,0.91,0.78,2016-12-01,K2
1339,KELT-1,b,KELT-1 b,Transit,0,1,1.217514,5.30268912,0.0099,87.8,0.025985589000000003,Mass,1.11,24.7,0,0,0,0,00h01m26.91s,0.362142,+39d23m01.7s,39.383808,262.0,270.49,10.700999999999999,V (Johnson),10.59,6518.0,1.32,1.46,2014-05-14,KELT
